seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr4	44450858	44450962	105	*	X19709	386617	44175920	44450824	274905	-	33	upstream	33	KCTD8
chr4	44728287	44728406	120	*	X19710	132789	44703812	44728651	24840	-	0	inside	244	GNPDA2
chr4	47839789	47839908	120	*	X19711	10699	47596018	47840059	244042	-	0	inside	150	CORIN
chr4	47916707	47916841	135	*	X19712	152518	47849258	47916680	67423	-	26	upstream	26	NFXL1
chr4	48271666	48271755	90	*	X19714	7006	48137800	48271814	134015	-	0	inside	58	TEC
chr4	48271867	48271986	120	*	X19715	7006	48137800	48271814	134015	-	52	upstream	52	TEC
chr4	48272047	48272196	150	*	X19716	7006	48137800	48271814	134015	-	232	upstream	232	TEC
chr4	48343172	48343292	121	*	X19717	57606	48343613	48428215	84603	+	320	upstream	320	SLAIN2
chr4	48491969	48492009	41	*	X19718	326340	48492309	48496422	4114	+	299	upstream	299	ZAR1
chr4	48782230	48782364	135	*	X19721	285527	48499380	48782316	282937	-	0	overlapStart	0	FRYL
chr4	48833087	48833176	90	*	X19722	54940	48833060	48863834	30775	+	0	inside	26	OCIAD1
chr4	52708199	52708214	16	*	X19723	23142	52709276	52783003	73728	+	1061	upstream	1061	DCUN1D4
chr4	52709445	52709534	90	*	X19724	23142	52709276	52783003	73728	+	0	inside	168	DCUN1D4
chr4	52904110	52904304	195	*	X19728	6443	52886861	52904485	17625	-	0	inside	180	SGCB
chr4	52904365	52904559	195	*	X19729	6443	52886861	52904485	17625	-	0	overlapStart	0	SGCB
chr4	53525455	53525664	210	*	X19733	64854	53457127	53525502	68376	-	0	overlapStart	0	USP46
chr4	53579127	53579201	75	*	X19734	677810	53579416	53579537	122	+	214	upstream	214	SNORA26
chr4	53617583	53617747	165	*	X19735	100288413	53609684	53617807	8124	-	0	inside	59	ERVMER34-1
chr4	53617793	53617942	150	*	X19736	100288413	53609684	53617807	8124	-	0	overlapStart	0	ERVMER34-1
chr4	53728468	53728542	75	*	X19737	65997	53728495	53733002	4508	+	0	overlapStart	0	RASL11B
chr4	54243626	54243790	165	*	X19740	5156	54243820	55164412	920593	+	29	upstream	29	PDGFRA
chr4	54243626	54243790	165	*	X19740	81608	54243820	54326103	82284	+	29	upstream	29	FIP1L1
chr4	54930822	54930911	90	*	X19743	26511	54875958	54930815	54858	-	6	upstream	6	CHIC2
chr4	54966053	54966192	140	*	X19744	170825	54966248	54968122	1875	+	55	upstream	55	GSX2
chr4	55524003	55524122	120	*	X19748	3815	55524095	55606881	82787	+	0	overlapStart	0	KIT
chr4	55991772	55991921	150	*	X19750	3791	55944426	55991762	47337	-	9	upstream	9	KDR
chr4	56412511	56412870	360	*	X19753	9575	56294068	56413076	119009	-	0	inside	205	CLOCK
chr4	56502464	56502628	165	*	X19754	10874	56461398	56502465	41068	-	0	overlapStart	0	NMU
chr4	56719574	56719708	135	*	X19755	55763	56719816	56771244	51429	+	107	upstream	107	EXOC1
chr4	57301261	57301514	254	*	X19760	10606	57301915	57327534	25620	+	400	upstream	400	PAICS
chr4	57301261	57301514	254	*	X19760	5471	57259529	57301802	42274	-	0	inside	287	PPAT
chr4	57303346	57303450	105	*	X19761	5471	57259529	57301802	42274	-	1543	upstream	1543	PPAT
chr4	57333894	57334043	150	*	X19762	6731	57333762	57369847	36086	+	0	inside	131	SRP72
chr4	57396649	57396708	60	*	X19764	100506564	57396775	57469489	72715	+	66	upstream	66	THEGL
chr4	57397058	57397207	150	*	X19765	100506564	57396775	57469489	72715	+	0	inside	282	THEGL
chr4	57687892	57687909	18	*	X19769	6691	57676026	57688035	12010	-	0	inside	125	SPINK2
chr4	57774003	57774137	135	*	X19770	5978	57774042	57832976	58935	+	0	overlapStart	0	REST
chr4	62066879	62066880	2	*	X19772	23284	62066974	62938168	871195	+	93	upstream	93	ADGRL3
chr4	68411367	68411441	75	*	X19773	1060	68337989	68411256	73268	-	110	upstream	110	CENPC
chr4	68566860	68567009	150	*	X19774	550112	68566996	68946669	379674	+	0	overlapStart	0	UBA6-AS1
chr4	68566860	68567009	150	*	X19774	55236	68481479	68566889	85411	-	0	overlapStart	0	UBA6
chr4	71553744	71553848	105	*	X19776	57050	71554196	71556268	2073	+	347	upstream	347	UTP3
chr4	71570355	71570624	270	*	X19778	22902	71570654	71674336	103683	+	29	upstream	29	RUFY3
chr4	71705624	71705757	134	*	X19781	2926	71681499	71705627	24129	-	0	overlapStart	0	GRSF1
chr4	71767933	71768082	150	*	X19782	92597	71768057	71853891	85835	+	0	overlapStart	0	MOB1B
chr4	71768248	71768367	120	*	X19783	92597	71768057	71853891	85835	+	0	inside	190	MOB1B
chr4	71859133	71859177	45	*	X19784	1633	71859265	71896629	37365	+	87	upstream	87	DCK
chr4	72052652	72052801	150	*	X19785	8671	72053003	72437804	384802	+	201	upstream	201	SLC4A4
chr4	73434452	73434556	105	*	X19788	9508	73146686	73434516	287831	-	0	overlapStart	0	ADAMTS3
chr4	73434996	73435085	90	*	X19789	9508	73146686	73434516	287831	-	479	upstream	479	ADAMTS3
chr4	74124571	74124705	135	*	X19794	26057	73940502	74124502	184001	-	68	upstream	68	ANKRD17
chr4	74864511	74864603	93	*	X19796	6374	74861359	74864446	3088	-	64	upstream	64	CXCL5
chr4	75719762	75719851	90	*	X19800	685	75671448	75719882	48435	-	0	inside	30	BTC
chr4	75858222	75858464	243	*	X19801	25849	75858285	75975325	117041	+	0	overlapStart	0	PARM1
chr4	76438110	76438259	150	*	X19804	152815	76439654	76472540	32887	+	1394	upstream	1394	THAP6
chr4	76439258	76439377	120	*	X19805	152815	76439654	76472540	32887	+	276	upstream	276	THAP6
chr4	76439258	76439377	120	*	X19805	25898	76404247	76439640	35394	-	0	inside	262	RCHY1
chr4	76598525	76598629	105	*	X19808	9908	76567953	76598667	30715	-	0	inside	37	G3BP2
chr4	76649644	76649808	165	*	X19809	8615	76649829	76735366	85538	+	20	upstream	20	USO1
chr4	76649914	76650213	300	*	X19810	8615	76649829	76735366	85538	+	0	inside	84	USO1
chr4	76862125	76862259	135	*	X19812	27163	76831808	76862166	30359	-	0	overlapStart	0	NAAA
chr4	77227252	77227356	105	*	X19816	8987	77227179	77232283	5105	+	0	inside	72	STBD1
chr4	77819309	77819428	120	*	X19823	345079	77816082	77819002	2921	-	306	upstream	306	SOWAHB
chr4	78078375	78078569	195	*	X19825	901	78078357	78091213	12857	+	0	inside	17	CCNG2
chr4	78740150	78740299	150	*	X19830	246175	78634541	78740544	106004	-	0	inside	244	CNOT6L
chr4	78740793	78741047	255	*	X19831	246175	78634541	78740544	106004	-	248	upstream	248	CNOT6L
chr4	78741438	78741527	90	*	X19832	246175	78634541	78740544	106004	-	893	upstream	893	CNOT6L
chr4	78977774	78977908	135	*	X19834	80144	78978724	79465423	486700	+	815	upstream	815	FRAS1
chr4	78978640	78978714	75	*	X19835	80144	78978724	79465423	486700	+	9	upstream	9	FRAS1
chr4	79472733	79472942	210	*	X19836	306	79472742	79531605	58864	+	0	overlapStart	0	ANXA3
chr4	79696953	79697102	150	*	X19838	55589	79697532	79833341	135810	+	429	upstream	429	BMP2K
chr4	79697163	79697207	45	*	X19839	55589	79697532	79833341	135810	+	324	upstream	324	BMP2K
chr4	79697752	79697826	75	*	X19840	55589	79697532	79833341	135810	+	0	inside	219	BMP2K
chr4	81104703	81104897	195	*	X19843	56978	81105439	81125482	20044	+	541	upstream	541	PRDM8
chr4	81105363	81105542	180	*	X19844	56978	81105439	81125482	20044	+	0	overlapStart	0	PRDM8
chr4	81256778	81256852	75	*	X19851	255119	81256874	81884910	628037	+	21	upstream	21	CFAP299
chr4	81951614	81951733	120	*	X19852	651	81952119	81978685	26567	+	385	upstream	385	BMP3
chr4	82135953	82136042	90	*	X19855	5593	82009837	82136218	126382	-	0	inside	175	PRKG2
chr4	82393042	82393176	135	*	X19856	153020	82348219	82393061	44843	-	0	overlapStart	0	RASGEF1B
chr4	83483188	83483233	46	*	X19859	441027	83405604	83483510	77907	-	0	inside	276	TMEM150C
chr4	83719748	83719852	105	*	X19861	79966	83550690	83720010	169321	-	0	inside	157	SCD5
chr4	83720238	83720342	105	*	X19862	79966	83550690	83720010	169321	-	227	upstream	227	SCD5
chr4	83820325	83820414	90	*	X19863	79725	83821837	83841438	19602	+	1422	upstream	1422	THAP9
chr4	83821120	83821194	75	*	X19864	79725	83821837	83841438	19602	+	642	upstream	642	THAP9
chr4	83934032	83934166	135	*	X19868	132660	83845756	83934040	88285	-	0	overlapStart	0	LIN54
chr4	84255995	84256129	135	*	X19873	10855	84213614	84256306	42693	-	0	inside	176	HPSE
chr4	84406019	84406138	120	*	X19874	84142	84382094	84406290	24197	-	0	inside	151	ABRAXAS1
chr4	84406349	84406453	105	*	X19875	84142	84382094	84406290	24197	-	58	upstream	58	ABRAXAS1
chr4	85419159	85419398	240	*	X19877	4825	85414436	85419387	4952	-	0	overlapStart	0	NKX6-1
chr4	85420171	85420290	120	*	X19878	4825	85414436	85419387	4952	-	783	upstream	783	NKX6-1
chr4	85420719	85420745	27	*	X19879	4825	85414436	85419387	4952	-	1331	upstream	1331	NKX6-1
chr4	85504046	85504225	180	*	X19880	1040	85504057	85572493	68437	+	0	overlapStart	0	CDS1
chr4	85886934	85887038	105	*	X19881	404201	85887971	85928168	40198	+	932	upstream	932	WDFY3-AS2
chr4	85888038	85888142	105	*	X19882	23001	85590693	85887544	296852	-	493	upstream	493	WDFY3
chr4	85888038	85888142	105	*	X19882	404201	85887971	85928168	40198	+	0	inside	66	WDFY3-AS2
chr4	85888917	85889021	105	*	X19883	23001	85590693	85887544	296852	-	1372	upstream	1372	WDFY3
chr4	86396450	86396554	105	*	X19884	83478	86396284	86923823	527540	+	0	inside	165	ARHGAP24
chr4	87516114	87516218	105	*	X19887	5602	86936276	87515263	578988	-	850	upstream	850	MAPK10
chr4	87516384	87516503	120	*	X19888	5602	86936276	87515263	578988	-	1120	upstream	1120	MAPK10
chr4	87516969	87517073	105	*	X19889	5602	86936276	87515263	578988	-	1705	upstream	1705	MAPK10
chr4	87856061	87856195	135	*	X19890	100506746	87846046	87856002	9957	-	58	upstream	58	AFF1-AS1
chr4	87856061	87856195	135	*	X19890	4299	87856154	88062206	206053	+	0	overlapStart	0	AFF1
chr4	87856766	87856870	105	*	X19891	100506746	87846046	87856002	9957	-	763	upstream	763	AFF1-AS1
chr4	88141766	88141840	75	*	X19893	57563	88082214	88141674	59461	-	91	upstream	91	KLHL8
chr4	88928742	88928831	90	*	X19896	5311	88928799	88998931	70133	+	0	overlapStart	0	PKD2
chr4	89299937	89299951	15	*	X19898	55008	89299891	89364249	64359	+	0	inside	45	HERC6
chr4	89512941	89513045	105	*	X19902	8916	89513574	89629693	116120	+	528	upstream	528	HERC3
chr4	89619086	89619220	135	*	X19905	266812	89617066	89619023	1958	-	62	upstream	62	NAP1L5
chr4	90032482	90032616	135	*	X19907	10144	89647105	90032549	385445	-	0	overlapStart	0	FAM13A
chr4	90032482	90032616	135	*	X19907	166815	90033968	90036052	2085	+	1351	upstream	1351	TIGD2
chr4	90759211	90759310	100	*	X19910	6622	90645250	90759447	114198	-	0	inside	136	SNCA
chr4	93225392	93225466	75	*	X19911	2895	93225550	94693649	1468100	+	83	upstream	83	GRID2
chr4	94749918	94750052	135	*	X19912	474	94750078	94751142	1065	+	25	upstream	25	ATOH1
chr4	95679417	95679791	375	*	X19914	658	95679128	96079601	400474	+	0	inside	288	BMPR1B
chr4	99064415	99064504	90	*	X19915	285555	98480025	99064391	584367	-	23	upstream	23	STPG2
chr4	99182375	99182547	173	*	X19916	5910	99182527	99365012	182486	+	0	overlapStart	0	RAP1GDS1
chr4	99182825	99182854	30	*	X19917	5910	99182527	99365012	182486	+	0	inside	297	RAP1GDS1
chr4	99580004	99580108	105	*	X19920	10098	99391518	99579812	188295	-	191	upstream	191	TSPAN5
chr4	99916679	99916839	161	*	X19922	100500867	99918538	99918611	74	+	1698	upstream	1698	MIR3684
chr4	99916679	99916839	161	*	X19922	23173	99916788	99983960	67173	+	0	overlapStart	0	METAP1
chr4	100008511	100008630	120	*	X19923	100507053	100010008	100222513	212506	+	1377	upstream	1377	LOC100507053
chr4	100009486	100009620	135	*	X19924	100507053	100010008	100222513	212506	+	387	upstream	387	LOC100507053
chr4	100009921	100010025	105	*	X19925	100507053	100010008	100222513	212506	+	0	overlapStart	0	LOC100507053
chr4	100009921	100010025	105	*	X19925	128	99992130	100009931	17802	-	0	overlapStart	0	ADH5
chr4	100484977	100485021	45	*	X19926	4547	100485240	100545154	59915	+	218	upstream	218	MTTP
chr4	100484977	100485021	45	*	X19926	93587	100467864	100485189	17326	-	0	inside	167	TRMT10A
chr4	100485251	100485370	120	*	X19927	4547	100485240	100545154	59915	+	0	inside	10	MTTP
chr4	100485251	100485370	120	*	X19927	93587	100467864	100485189	17326	-	61	upstream	61	TRMT10A
chr4	100815641	100815745	105	*	X19930	8649	100799495	100815703	16209	-	0	overlapStart	0	LAMTOR3
chr4	100867490	100867639	150	*	X19932	79982	100817407	100867883	50477	-	0	inside	243	DNAJB14
chr4	100868570	100868689	120	*	X19933	79982	100817407	100867883	50477	-	686	upstream	686	DNAJB14
chr4	100870908	100871132	225	*	X19934	256880	100871636	100873620	1985	+	503	upstream	503	H2AZ1-DT
chr4	100871585	100871734	150	*	X19935	256880	100871636	100873620	1985	+	0	overlapStart	0	H2AZ1-DT
chr4	100871585	100871734	150	*	X19935	3015	100869243	100871512	2270	-	72	upstream	72	H2AZ1
chr4	100871778	100871897	120	*	X19936	256880	100871636	100873620	1985	+	0	inside	141	H2AZ1-DT
chr4	100871778	100871897	120	*	X19936	3015	100869243	100871512	2270	-	265	upstream	265	H2AZ1
chr4	101111523	101111657	135	*	X19937	115265	101107027	101111655	4629	-	0	overlapStart	0	DDIT4L
chr4	102267169	102267288	120	*	X19938	90024	102268934	102270040	1107	+	1645	upstream	1645	FLJ20021
chr4	102267329	102267433	105	*	X19939	90024	102268934	102270040	1107	+	1500	upstream	1500	FLJ20021
chr4	102267544	102267648	105	*	X19940	90024	102268934	102270040	1107	+	1285	upstream	1285	FLJ20021
chr4	102267779	102267943	165	*	X19941	90024	102268934	102270040	1107	+	990	upstream	990	FLJ20021
chr4	102268624	102268778	155	*	X19942	5530	101944587	102268628	324042	-	0	overlapStart	0	PPP3CA
chr4	102268624	102268778	155	*	X19942	90024	102268934	102270040	1107	+	155	upstream	155	FLJ20021
chr4	102268831	102268833	3	*	X19943	5530	101944587	102268628	324042	-	202	upstream	202	PPP3CA
chr4	102268831	102268833	3	*	X19943	90024	102268934	102270040	1107	+	100	upstream	100	FLJ20021
chr4	103422328	103422417	90	*	X19944	4790	103422486	103538459	115974	+	68	upstream	68	NFKB1
chr4	103682543	103682632	90	*	X19946	4126	103552643	103682151	129509	-	391	upstream	391	MANBA
chr4	105415789	105416088	300	*	X19949	80319	105389463	105416058	26596	-	0	overlapStart	0	CXXC4
chr4	105416194	105416388	195	*	X19950	80319	105389463	105416058	26596	-	135	upstream	135	CXXC4
chr4	106630248	106630352	105	*	X19952	57117	106603785	106629881	26097	-	366	upstream	366	INTS12
chr4	107237000	107237074	75	*	X19953	9255	107236767	107270381	33615	+	0	inside	232	AIMP1
chr4	107237519	107237578	60	*	X19954	93627	106967233	107237861	270629	-	0	inside	282	TBCK
chr4	108852004	108852090	87	*	X19959	113612	108852717	108874613	21897	+	626	upstream	626	CYP2U1
chr4	108911146	108911265	120	*	X19960	3033	108910870	108956331	45462	+	0	inside	275	HADH
chr4	109087249	109087368	120	*	X19961	641518	109088681	109097586	8906	+	1312	upstream	1312	LEF1-AS1
chr4	109088044	109088208	165	*	X19962	641518	109088681	109097586	8906	+	472	upstream	472	LEF1-AS1
chr4	109088980	109089099	120	*	X19963	641518	109088681	109097586	8906	+	0	inside	298	LEF1-AS1
chr4	109090414	109090488	75	*	X19964	51176	108968701	109090112	121412	-	301	upstream	301	LEF1
chr4	109571738	109571842	105	*	X19966	58505	109571741	109588978	17238	+	0	overlapStart	0	OSTC
chr4	109684185	109684394	210	*	X19967	64850	109663202	109684235	21034	-	0	overlapStart	0	ETNPPL
chr4	110223843	110223932	90	*	X19968	84570	109731877	110223799	491923	-	43	upstream	43	COL25A1
chr4	110355279	110355488	210	*	X19969	100533182	110351119	110354973	3855	-	305	upstream	305	SEC24B-AS1
chr4	110624238	110624372	135	*	X19972	839	110609785	110624629	14845	-	0	inside	256	CASP6
chr4	110651256	110651375	120	*	X19974	81579	110631145	110651242	20098	-	13	upstream	13	PLA2G12A
chr4	111119509	111119613	105	*	X19981	79071	110970229	111119820	149592	-	0	inside	206	ELOVL6
chr4	111120124	111120228	105	*	X19982	79071	110970229	111119820	149592	-	303	upstream	303	ELOVL6
chr4	113152175	113152309	135	*	X19987	55435	113152895	113191211	38317	+	585	upstream	585	AP1AR
chr4	113218784	113218903	120	*	X19989	80216	113218499	113363764	145266	+	0	inside	284	ALPK1
chr4	113437304	113437368	65	*	X19993	63973	113434672	113437328	2657	-	0	overlapStart	0	NEUROG2
chr4	113437417	113437588	172	*	X19994	63973	113434672	113437328	2657	-	88	upstream	88	NEUROG2
chr4	113558417	113558536	120	*	X19996	51574	113558120	113578748	20629	+	0	inside	296	LARP7
chr4	113558417	113558536	120	*	X19996	55345	113460489	113558151	97663	-	265	upstream	265	ZGRF1
chr4	115519521	115519595	75	*	X19998	7368	115519611	115598202	78592	+	15	upstream	15	UGT8
chr4	118007015	118007134	120	*	X19999	133022	118004710	118006736	2027	-	278	upstream	278	TRAM1L1
chr4	119199788	119199892	105	*	X20001	100093630	119199917	119200978	1062	+	24	upstream	24	SNHG8
chr4	119199788	119199892	105	*	X20001	677809	119200345	119200475	131	+	452	upstream	452	SNORA24
chr4	119273708	119273797	90	*	X20002	8492	119201193	119273922	72730	-	0	inside	124	PRSS12
chr4	119273904	119273993	90	*	X20003	8492	119201193	119273922	72730	-	0	overlapStart	0	PRSS12
chr4	120132600	120132734	135	*	X20009	54532	120133782	120216673	82892	+	1047	upstream	1047	USP53
chr4	120133738	120133872	135	*	X20010	54532	120133782	120216673	82892	+	0	overlapStart	0	USP53
chr4	121993467	121993571	105	*	X20014	79625	121956782	121993673	36892	-	0	inside	101	NDNF
chr4	121993687	121993806	120	*	X20015	79625	121956782	121993673	36892	-	13	upstream	13	NDNF
chr4	121993852	121993956	105	*	X20016	79625	121956782	121993673	36892	-	178	upstream	178	NDNF
chr4	121994187	121994261	75	*	X20017	79625	121956782	121993673	36892	-	513	upstream	513	NDNF
chr4	122617952	122618011	60	*	X20020	308	122589152	122618147	28996	-	0	inside	135	ANXA5
chr4	122618072	122618206	135	*	X20021	308	122589152	122618147	28996	-	0	overlapStart	0	ANXA5
chr4	122618844	122618963	120	*	X20022	308	122589152	122618147	28996	-	696	upstream	696	ANXA5
chr4	122685427	122685500	74	*	X20023	100192379	122685740	122687963	2224	+	239	upstream	239	PP12613
chr4	122745184	122745318	135	*	X20024	890	122737599	122745088	7490	-	95	upstream	95	CCNA2
chr4	122873190	122873324	135	*	X20026	7222	122800183	122872909	72727	-	280	upstream	280	TRPC3
chr4	123653507	123653653	147	*	X20027	166379	123653857	123666098	12242	+	203	upstream	203	BBS12
chr4	123653507	123653653	147	*	X20027	729338	123651344	123653613	2270	-	0	overlapStart	0	CETN4P
chr4	123653703	123653731	29	*	X20028	166379	123653857	123666098	12242	+	125	upstream	125	BBS12
chr4	123653703	123653731	29	*	X20028	729338	123651344	123653613	2270	-	89	upstream	89	CETN4P
chr4	123654377	123654556	180	*	X20029	729338	123651344	123653613	2270	-	763	upstream	763	CETN4P
chr4	123747656	123747805	150	*	X20030	2247	123747863	123819390	71528	+	57	upstream	57	FGF2
chr4	123747896	123748000	105	*	X20031	2247	123747863	123819390	71528	+	0	inside	32	FGF2
chr4	123844498	123844602	105	*	X20035	11162	123813799	123844159	30361	-	338	upstream	338	NUDT6
chr4	123844498	123844602	105	*	X20035	166378	123844225	124240604	396380	+	0	inside	272	SPATA5
chr4	125633746	125633970	225	*	X20037	57182	125585204	125633887	48684	-	0	overlapStart	0	ANKRD50
chr4	125634106	125634225	120	*	X20038	57182	125585204	125633887	48684	-	218	upstream	218	ANKRD50
chr4	126235559	126235783	225	*	X20039	79633	126237567	126414087	176521	+	1783	upstream	1783	FAT4
chr4	126236035	126236154	120	*	X20040	79633	126237567	126414087	176521	+	1412	upstream	1412	FAT4
chr4	126236260	126236349	90	*	X20041	79633	126237567	126414087	176521	+	1217	upstream	1217	FAT4
chr4	128703169	128703288	120	*	X20044	22824	128703453	128754526	51074	+	164	upstream	164	HSPA4L
chr4	128981445	128981556	112	*	X20046	55132	128982503	129144081	161579	+	946	upstream	946	LARP1B
chr4	128981782	128981901	120	*	X20047	55132	128982503	129144081	161579	+	601	upstream	601	LARP1B
chr4	129730603	129730797	195	*	X20052	79960	129730779	129796379	65601	+	0	overlapStart	0	JADE1
chr4	134068710	134068789	80	*	X20058	57575	134070470	134112732	42263	+	1680	upstream	1680	PCDH10
chr4	140375156	140375290	135	*	X20068	83452	140374961	140397069	22109	+	0	inside	194	RAB33B
chr4	140478114	140478203	90	*	X20071	80854	140427192	140477577	50386	-	536	upstream	536	SETD7
chr4	140586972	140587091	120	*	X20073	4258	140586922	140661899	74978	+	0	inside	49	MGST2
chr4	141075228	141075347	120	*	X20086	55534	140637546	141075233	437688	-	0	overlapStart	0	MAML3
chr4	141295295	141295384	90	*	X20091	100129858	141204880	141294546	89667	-	748	upstream	748	SCOC-AS1
chr4	142054527	142054646	120	*	X20096	57484	141786725	142054616	267892	-	0	overlapStart	0	RNF150
chr4	142142247	142142366	120	*	X20097	27309	142142049	142155850	13802	+	0	inside	197	ZNF330
chr4	143767223	143767342	120	*	X20099	8821	142949182	143767604	818423	-	0	inside	261	INPP4B
chr4	143767643	143767762	120	*	X20100	8821	142949182	143767604	818423	-	38	upstream	38	INPP4B
chr4	143767838	143767927	90	*	X20101	8821	142949182	143767604	818423	-	233	upstream	233	INPP4B
chr4	144105914	144106093	180	*	X20102	84640	144106070	144143141	37072	+	0	overlapStart	0	USP38
chr4	144257495	144257629	135	*	X20103	2549	144257983	144395718	137736	+	353	upstream	353	GAB1
chr4	144257844	144257948	105	*	X20104	2549	144257983	144395718	137736	+	34	upstream	34	GAB1
chr4	144434678	144434842	165	*	X20105	8467	144434616	144478642	44027	+	0	inside	61	SMARCA5
chr4	145566810	145566867	58	*	X20108	64399	145567148	145659881	92734	+	280	upstream	280	HHIP
chr4	145567300	145567419	120	*	X20109	64399	145567148	145659881	92734	+	0	inside	151	HHIP
chr4	145567300	145567419	120	*	X20109	646576	145564068	145567171	3104	-	128	upstream	128	HHIP-AS1
chr4	146019794	146019898	105	*	X20110	10393	145915727	146019693	103967	-	100	upstream	100	ANAPC10
chr4	146100809	146100988	180	*	X20112	54726	146054802	146100832	46031	-	0	overlapStart	0	OTUD4
chr4	146859663	146859782	120	*	X20127	152485	146681888	146859607	177720	-	55	upstream	55	ZNF827
chr4	147442879	147442938	60	*	X20130	84068	147175137	147443123	267987	-	0	inside	184	SLC10A7
chr4	148653155	148653274	120	*	X20135	79658	148653453	148993927	340475	+	178	upstream	178	ARHGAP10
chr4	149363550	149363714	165	*	X20138	4306	148999915	149363672	363758	-	0	overlapStart	0	NR3C2
chr4	149363899	149363973	75	*	X20139	4306	148999915	149363672	363758	-	226	upstream	226	NR3C2
chr4	149364570	149364723	154	*	X20140	4306	148999915	149363672	363758	-	897	upstream	897	NR3C2
chr4	150998850	150998954	105	*	X20143	166614	150999426	151178608	179183	+	471	upstream	471	DCLK2
chr4	150999302	150999406	105	*	X20144	166614	150999426	151178608	179183	+	19	upstream	19	DCLK2
chr4	151936497	151936631	135	*	X20148	987	151185811	151936649	750839	-	0	inside	17	LRBA
chr4	151937276	151937395	120	*	X20149	987	151185811	151936649	750839	-	626	upstream	626	LRBA
chr4	151937412	151937546	135	*	X20150	987	151185811	151936649	750839	-	762	upstream	762	LRBA
chr4	152330173	152330208	36	*	X20153	729830	152330398	152584784	254387	+	189	upstream	189	FAM160A1
chr4	152330297	152330307	11	*	X20154	729830	152330398	152584784	254387	+	90	upstream	90	FAM160A1
chr4	152682286	152682435	150	*	X20156	5188	152591809	152682175	90367	-	110	upstream	110	GATB
chr4	153702076	153702180	105	*	X20158	201798	153690506	153700916	10411	-	1159	upstream	1159	TIGD4
chr4	154387401	154387505	105	*	X20165	23240	154387498	154557862	170365	+	0	overlapStart	0	TMEM131L
chr4	154605552	154605731	180	*	X20168	7097	154605441	154627242	21802	+	0	inside	110	TLR2
chr4	155412963	155413021	59	*	X20172	54798	155155527	155412930	257404	-	32	upstream	32	DCHS2
chr4	156298120	156298224	105	*	X20173	79884	156263812	156298122	34311	-	0	overlapStart	0	MAP9
chr4	157892313	157892462	150	*	X20175	56034	157682763	157892546	209784	-	0	inside	83	PDGFC
chr4	157893083	157893292	210	*	X20176	56034	157682763	157892546	209784	-	536	upstream	536	PDGFC
chr4	159592492	159592611	120	*	X20180	2110	159593277	159629841	36565	+	665	upstream	665	ETFDH
chr4	160023836	160023955	120	*	X20183	152940	159814684	160024105	209422	-	0	inside	149	C4orf45
chr4	160025282	160025491	210	*	X20184	152940	159814684	160024105	209422	-	1176	upstream	1176	C4orf45
chr4	164415131	164415145	15	*	X20188	55319	164415673	164441691	26019	+	527	upstream	527	TMA16
chr4	164415306	164415440	135	*	X20189	55319	164415673	164441691	26019	+	232	upstream	232	TMA16
chr4	166033959	166034093	135	*	X20191	201931	165997230	166034024	36795	-	0	overlapStart	0	TMEM192
chr4	166128487	166128621	135	*	X20192	11275	166128770	166244308	115539	+	148	upstream	148	KLHL2
chr4	166247970	166248089	120	*	X20194	6307	166248818	166264314	15497	+	728	upstream	728	MSMO1
chr4	170533839	170533988	150	*	X20208	4750	170314421	170533778	219358	-	60	upstream	60	NEK1
chr4	170947084	170947203	120	*	X20211	9848	170907748	170947429	39682	-	0	inside	225	MFAP3L
chr4	174088918	174089022	105	*	X20213	51809	174089904	174245118	155215	+	881	upstream	881	GALNT7
chr4	174089728	174090012	285	*	X20214	51809	174089904	174245118	155215	+	0	overlapStart	0	GALNT7
chr4	174290596	174290700	105	*	X20217	8819	174292093	174298683	6591	+	1392	upstream	1392	SAP30
chr4	174291342	174291446	105	*	X20218	8819	174292093	174298683	6591	+	646	upstream	646	SAP30
chr4	174291991	174292125	135	*	X20219	8819	174292093	174298683	6591	+	0	overlapStart	0	SAP30
chr4	174450944	174451033	90	*	X20225	79804	174451609	174506879	55271	+	575	upstream	575	HAND2-AS1
chr4	176923549	176923758	210	*	X20227	2823	176554088	176923842	369755	-	0	inside	83	GPM6A
chr4	177116367	177116576	210	*	X20228	132851	177105725	177116822	11098	-	0	inside	245	SPATA4
chr4	177713954	177714028	75	*	X20231	7424	177604691	177713895	109205	-	58	upstream	58	VEGFC
chr4	178230954	178231058	105	*	X20233	55247	178230991	178284092	53102	+	0	overlapStart	0	NEIL3
chr4	183064723	183064827	105	*	X20238	55714	183065140	183724177	659038	+	312	upstream	312	TENM3
chr4	183066443	183066532	90	*	X20239	90768	183060159	183065668	5510	-	774	upstream	774	TENM3-AS1
chr4	183838600	183838734	135	*	X20247	1635	183811244	183838630	27387	-	0	overlapStart	0	DCTD
chr4	183838960	183839049	90	*	X20248	1635	183811244	183838630	27387	-	329	upstream	329	DCTD
chr4	184020368	184020427	60	*	X20249	152641	184018174	184020352	2179	-	15	upstream	15	WWC2-AS2
chr4	184020368	184020427	60	*	X20249	80014	184020463	184241929	221467	+	35	upstream	35	WWC2
chr4	184425873	184425977	105	*	X20251	3622	184426220	184432249	6030	+	242	upstream	242	ING2
